id,name,artists,album,images,image_sizes,release_dt,duration,popularity,explicit,dance,energy,loud,speech,acoustic,instrument,live,valence,tempo,tempo_conf,key,key_conf,mode,mode_conf,time_sig,time_sig_conf,All Out 2000s,All Out 50s,All Out 60s,All Out 70s,All Out 80s,All Out 90s,Are & Be,Classical Garden,Fresh Finds Country,Fresh Finds Dance,Fresh Finds Experimental,Fresh Finds Hip-Hop,Fresh Finds Indie,Fresh Finds Latin,Fresh Finds Pop,Fresh Finds Presents... Class of 2019,Fresh Finds R&B,Fresh Finds Rock,Hot Country,Melantronic,Music for Plants,New Music Friday,Peaceful Piano,RapCaviar,Rock Classics,Rock This,Signed XOXO,Soft Pop Hits,Today's Top Hits ,Viva Latino,just hits,mint
3BHFResGQiUvbYToUdaDQz,Enough Is Enough,['Post Malone'],AUSTIN,"['https://i.scdn.co/image/ab67616d0000b27371cae34ad5a39bdab78af13e', 'https://i.scdn.co/image/ab67616d00001e0271cae34ad5a39bdab78af13e', 'https://i.scdn.co/image/ab67616d0000485171cae34ad5a39bdab78af13e']","[(640, 640), (300, 300), (64, 64)]",2023-07-28,165.17537,82,True,0.483,0.768,-4.911,0.0344,0.014,0.0,0.109,0.332,165.996,0.457,0,0.939,1,0.677,4,0.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5L3ecxQnQ9qTBmnLQiwf0C,K-POP,"['Travis Scott', 'Bad Bunny', 'The Weeknd']",K-POP,"['https://i.scdn.co/image/ab67616d0000b273893489768de0c42b4d217b82', 'https://i.scdn.co/image/ab67616d00001e02893489768de0c42b4d217b82', 'https://i.scdn.co/image/ab67616d00004851893489768de0c42b4d217b82']","[(640, 640), (300, 300), (64, 64)]",2023-07-21,185.22073,92,True,0.814,0.618,-5.614,0.0619,0.0386,3.34e-06,0.671,0.535,121.075,0.465,5,0.73,0,0.659,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
741UUVE2kuITl0c6zuqqbO,Barbie World (with Aqua) [From Barbie The Album],"['Nicki Minaj', 'Ice Spice', 'Aqua']",Barbie World (with Aqua) [From Barbie The Album],"['https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116', 'https://i.scdn.co/image/ab67616d00001e027e8f938c02fac3b564931116', 'https://i.scdn.co/image/ab67616d000048517e8f938c02fac3b564931116']","[(640, 640), (300, 300), (64, 64)]",2023-06-23,109.75016,94,True,0.77,0.58,-8.393,0.247,0.519,0.000127,0.233,0.753,144.072,0.05,0,0.558,1,0.46,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night (From Barbie The Album),['Dua Lipa'],Dance The Night (From Barbie The Album),"['https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192', 'https://i.scdn.co/image/ab67616d00001e027dd3ba455ee3390cb55b0192', 'https://i.scdn.co/image/ab67616d000048517dd3ba455ee3390cb55b0192']","[(640, 640), (300, 300), (64, 64)]",2023-05-25,176.57932,96,False,0.671,0.845,-4.93,0.048,0.0207,0.0,0.329,0.775,110.056,0.833,11,0.603,0,0.575,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3k79jB4aGmMDUQzEwa46Rz,vampire,['Olivia Rodrigo'],vampire,"['https://i.scdn.co/image/ab67616d0000b2731e5e75dc1d878a0007cb6525', 'https://i.scdn.co/image/ab67616d00001e021e5e75dc1d878a0007cb6525', 'https://i.scdn.co/image/ab67616d000048511e5e75dc1d878a0007cb6525']","[(640, 640), (300, 300), (64, 64)]",2023-06-30,219.72408,98,True,0.511,0.532,-5.745,0.056,0.169,0.0,0.311,0.322,136.874,0.694,5,0.673,1,0.513,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]","['https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e', 'https://i.scdn.co/image/ab67616d00001e02ed317ec13d3de9e01fb99c9e', 'https://i.scdn.co/image/ab67616d00004851ed317ec13d3de9e01fb99c9e']","[(640, 640), (300, 300), (64, 64)]",2023-07-13,222.36957,96,False,0.444,0.0911,-17.665,0.0307,0.959,1.05e-06,0.098,0.142,79.449,0.069,0,0.491,1,0.651,4,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6WzRpISELf3YglGAh7TXcG,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),"['https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d', 'https://i.scdn.co/image/ab67616d00001e024c8f092adc59b4bf4212389d', 'https://i.scdn.co/image/ab67616d000048514c8f092adc59b4bf4212389d']","[(640, 640), (300, 300), (64, 64)]",2023-06-02,215.46689,93,True,0.855,0.678,-6.276,0.189,0.0569,3.69e-05,0.412,0.852,99.022,0.778,1,0.423,1,0.506,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,['NewJeans'],NewJeans 'Super Shy',"['https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af', 'https://i.scdn.co/image/ab67616d00001e023d98a0ae7c78a3a9babaf8af', 'https://i.scdn.co/image/ab67616d000048513d98a0ae7c78a3a9babaf8af']","[(640, 640), (300, 300), (64, 64)]",2023-07-07,154.66667,95,False,0.776,0.817,-6.018,0.0748,0.18,3.44e-05,0.146,0.515,149.921,0.793,5,0.887,0,0.742,4,0.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto) (Explicit Ver.),"['Jung Kook', 'Latto']",Seven (feat. Latto),"['https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74', 'https://i.scdn.co/image/ab67616d00001e02bf5cce5a0e1ed03a626bdd74', 'https://i.scdn.co/image/ab67616d00004851bf5cce5a0e1ed03a626bdd74']","[(640, 640), (300, 300), (64, 64)]",2023-07-14,184.4,100,True,0.802,0.832,-4.107,0.0434,0.311,0.0,0.0815,0.89,124.986,0.763,11,0.254,1,0.412,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,['Taylor Swift'],Lover,"['https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647', 'https://i.scdn.co/image/ab67616d00001e02e787cffec20aa2a396a61647', 'https://i.scdn.co/image/ab67616d00004851e787cffec20aa2a396a61647']","[(640, 640), (300, 300), (64, 64)]",2019-08-23,178.42667,99,False,0.552,0.702,-5.707,0.157,0.117,2.06e-05,0.105,0.564,169.994,0.581,9,0.478,1,0.366,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7ABLbnD53cQK00mhcaOUVG,LALA,['Myke Towers'],LA VIDA ES UNA,"['https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05', 'https://i.scdn.co/image/ab67616d00001e020656d5ce813ca3cc4b677e05', 'https://i.scdn.co/image/ab67616d000048510656d5ce813ca3cc4b677e05']","[(640, 640), (300, 300), (64, 64)]",2023-03-23,197.92,99,True,0.708,0.737,-4.045,0.0436,0.0739,0.00162,0.0955,0.607,91.986,0.501,1,0.592,1,0.703,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0OEe83mMZ5kaNw5uZQ7ilG,DELRESTO (ECHOES) (feat. Beyoncé),"['Travis Scott', 'Beyoncé']",UTOPIA,"['https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44', 'https://i.scdn.co/image/ab67616d00001e02881d8d8378cd01099babcd44', 'https://i.scdn.co/image/ab67616d00004851881d8d8378cd01099babcd44']","[(640, 640), (300, 300), (64, 64)]",2023-07-28,274.1379,88,True,0.674,0.609,-6.306,0.045,0.461,0.0,0.328,0.509,116.066,0.091,2,0.543,0,0.561,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,['SZA'],SOS,"['https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5', 'https://i.scdn.co/image/ab67616d00001e020c471c36970b9406233842a5', 'https://i.scdn.co/image/ab67616d000048510c471c36970b9406233842a5']","[(640, 640), (300, 300), (64, 64)]",2022-12-08,153.94667,93,False,0.644,0.735,-5.747,0.0391,0.0521,0.144,0.161,0.418,88.98,0.469,8,0.432,1,0.757,4,0.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4rXLjWdF2ZZpXCVTfWcshS,fukumean,['Gunna'],a Gift & a Curse,"['https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c', 'https://i.scdn.co/image/ab67616d00001e02017d5e26552345c4b1575b6c', 'https://i.scdn.co/image/ab67616d00004851017d5e26552345c4b1575b6c']","[(640, 640), (300, 300), (64, 64)]",2023-06-16,125.04,96,True,0.847,0.622,-6.747,0.0903,0.119,0.0,0.285,0.22,130.001,0.605,1,0.656,0,0.624,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']",Calm Down (with Selena Gomez),"['https://i.scdn.co/image/ab67616d0000b273a3a7f38ea2033aa501afd4cf', 'https://i.scdn.co/image/ab67616d00001e02a3a7f38ea2033aa501afd4cf', 'https://i.scdn.co/image/ab67616d00004851a3a7f38ea2033aa501afd4cf']","[(640, 640), (300, 300), (64, 64)]",2022-08-25,239.31778,93,False,0.801,0.806,-5.206,0.0381,0.382,0.000669,0.114,0.802,106.999,0.492,11,0.593,1,0.597,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6XbtvPmIpyCbjuT0e8cQtp,Columbia,['Quevedo'],Columbia,"['https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9', 'https://i.scdn.co/image/ab67616d00001e02a00a817b017c6f6bf8460be9', 'https://i.scdn.co/image/ab67616d00004851a00a817b017c6f6bf8460be9']","[(640, 640), (300, 300), (64, 64)]",2023-07-07,186.0,96,False,0.668,0.712,-5.927,0.0381,0.369,2.13e-05,0.108,0.264,100.02,0.325,5,0.273,1,0.0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4LRPiXqCikLlN15c3yImP7,As It Was,['Harry Styles'],As It Was,"['https://i.scdn.co/image/ab67616d0000b273b46f74097655d7f353caab14', 'https://i.scdn.co/image/ab67616d00001e02b46f74097655d7f353caab14', 'https://i.scdn.co/image/ab67616d00004851b46f74097655d7f353caab14']","[(640, 640), (300, 300), (64, 64)]",2022-03-31,167.30318,92,False,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,0.51,6,0.156,0,0.357,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7ro0hRteUMfnOioTFI5TG1,WHERE SHE GOES,['Bad Bunny'],WHERE SHE GOES,"['https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1', 'https://i.scdn.co/image/ab67616d00001e02ab5c9cd818ad6ed3e9b79cd1', 'https://i.scdn.co/image/ab67616d00004851ab5c9cd818ad6ed3e9b79cd1']","[(640, 640), (300, 300), (64, 64)]",2023-05-18,231.70448,98,True,0.652,0.8,-4.019,0.0614,0.143,0.629,0.112,0.234,143.978,0.457,9,0.705,0,0.56,4,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0yLdNVWF3Srea0uzk55zFn,Flowers,['Miley Cyrus'],Flowers,"['https://i.scdn.co/image/ab67616d0000b273f429549123dbe8552764ba1d', 'https://i.scdn.co/image/ab67616d00001e02f429549123dbe8552764ba1d', 'https://i.scdn.co/image/ab67616d00004851f429549123dbe8552764ba1d']","[(640, 640), (300, 300), (64, 64)]",2023-01-13,200.45451,95,False,0.707,0.681,-4.325,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,0.857,0,0.219,1,0.376,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,"['David Guetta', 'Anne-Marie', 'Coi Leray']",Baby Don't Hurt Me,"['https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a', 'https://i.scdn.co/image/ab67616d00001e020b4ef75c3728599aa4104f7a', 'https://i.scdn.co/image/ab67616d000048510b4ef75c3728599aa4104f7a']","[(640, 640), (300, 300), (64, 64)]",2023-04-06,140.01768,93,False,0.602,0.91,-3.404,0.0308,0.00126,0.000174,0.12,0.228,127.944,0.864,7,0.129,1,0.55,4,0.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7FbrGaHYVDmfr7KoLIZnQ7,Cupid - Twin Ver.,['FIFTY FIFTY'],The Beginning: Cupid,"['https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb', 'https://i.scdn.co/image/ab67616d00001e0237c0b3670236c067c8e8bbcb', 'https://i.scdn.co/image/ab67616d0000485137c0b3670236c067c8e8bbcb']","[(640, 640), (300, 300), (64, 64)]",2023-02-24,174.25333,97,False,0.783,0.592,-8.332,0.0331,0.435,4.15e-06,0.347,0.726,120.018,0.775,11,0.0,0,0.215,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6HgWWaMu31KdOpEG5l28BG,All My Life (feat. J. Cole),"['Lil Durk', 'J. Cole']",All My Life (feat. J. Cole),"['https://i.scdn.co/image/ab67616d0000b2737c173b0dc64913d4635e3594', 'https://i.scdn.co/image/ab67616d00001e027c173b0dc64913d4635e3594', 'https://i.scdn.co/image/ab67616d000048517c173b0dc64913d4635e3594']","[(640, 640), (300, 300), (64, 64)]",2023-05-12,223.8785,90,True,0.829,0.436,-8.205,0.327,0.15,0.0,0.0954,0.693,142.974,0.48,3,0.263,1,0.48,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
6AQbmUe0Qwf5PZnt4HmTXv,Boy's a Liar Pt. 2,"['PinkPantheress', 'Ice Spice']",Boy's a liar Pt. 2,"['https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7', 'https://i.scdn.co/image/ab67616d00001e0242c5ba689b2e7cbc208a8fa7', 'https://i.scdn.co/image/ab67616d0000485142c5ba689b2e7cbc208a8fa7']","[(640, 640), (300, 300), (64, 64)]",2023-02-03,131.01334,93,False,0.696,0.809,-8.254,0.05,0.252,0.000128,0.248,0.857,132.962,0.469,5,0.641,1,0.438,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,['Peggy Gou'],(It Goes Like) Nanana [Edit],"['https://i.scdn.co/image/ab67616d0000b2739a8459318ff1a68ecfd74522', 'https://i.scdn.co/image/ab67616d00001e029a8459318ff1a68ecfd74522', 'https://i.scdn.co/image/ab67616d000048519a8459318ff1a68ecfd74522']","[(640, 640), (300, 300), (64, 64)]",2023-06-15,231.5454,92,False,0.671,0.876,-5.681,0.0352,0.12,0.188,0.0823,0.964,129.998,0.935,7,0.427,0,0.724,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,"['https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2', 'https://i.scdn.co/image/ab67616d00001e0213e54d6687e65678d60466c2', 'https://i.scdn.co/image/ab67616d0000485113e54d6687e65678d60466c2']","[(640, 640), (300, 300), (64, 64)]",2022-12-02,221.52,95,True,0.715,0.62,-6.005,0.0484,0.417,0.0,0.0822,0.172,97.914,0.453,1,0.437,0,0.552,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26b3oVLrRUaaybJulow9kz,People,['Libianca'],People,"['https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735', 'https://i.scdn.co/image/ab67616d00001e02fc342f95f117d48dbdde9735', 'https://i.scdn.co/image/ab67616d00004851fc342f95f117d48dbdde9735']","[(640, 640), (300, 300), (64, 64)]",2022-12-06,184.79143,92,False,0.573,0.422,-7.621,0.0678,0.551,1.31e-05,0.102,0.693,124.357,0.022,10,0.588,0,0.651,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,['Luke Combs'],Gettin' Old,"['https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1', 'https://i.scdn.co/image/ab67616d00001e02ca650d3a95022e0490434ba1', 'https://i.scdn.co/image/ab67616d00004851ca650d3a95022e0490434ba1']","[(640, 640), (300, 300), (64, 64)]",2023-03-24,265.49332,92,False,0.712,0.603,-5.52,0.0262,0.186,0.0,0.115,0.67,97.994,0.176,8,0.327,1,0.479,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
5w40ZYhbBMAlHYNDaVJIUu,Chemical,['Post Malone'],Chemical,"['https://i.scdn.co/image/ab67616d0000b273f76f8deeba5370c98ad38f1c', 'https://i.scdn.co/image/ab67616d00001e02f76f8deeba5370c98ad38f1c', 'https://i.scdn.co/image/ab67616d00004851f76f8deeba5370c98ad38f1c']","[(640, 640), (300, 300), (64, 64)]",2023-04-14,184.01334,90,True,0.498,0.897,-4.907,0.045,0.00136,0.0,0.118,0.373,169.949,0.501,2,0.529,1,0.582,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1odExI7RdWc4BT515LTAwj,Daylight,['David Kushner'],Daylight,"['https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae', 'https://i.scdn.co/image/ab67616d00001e0295ca6a9b4083a86c149934ae', 'https://i.scdn.co/image/ab67616d0000485195ca6a9b4083a86c149934ae']","[(640, 640), (300, 300), (64, 64)]",2023-04-14,212.95361,97,False,0.508,0.43,-9.475,0.0335,0.83,0.000441,0.093,0.324,130.09,0.192,2,0.0,0,0.2,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
73RbfOTJIjHzi2pcVHjeHM,What It Is (Solo Version),['Doechii'],What It Is (Versions),"['https://i.scdn.co/image/ab67616d0000b2732ee85751f6f503fa9a533eba', 'https://i.scdn.co/image/ab67616d00001e022ee85751f6f503fa9a533eba', 'https://i.scdn.co/image/ab67616d000048512ee85751f6f503fa9a533eba']","[(640, 640), (300, 300), (64, 64)]",2023-03-17,189.825,91,True,0.74,0.758,-5.851,0.0921,0.061,1.44e-06,0.0967,0.757,171.925,0.166,1,0.599,0,0.573,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7oDd86yk8itslrA9HRP2ki,Die For You - Remix,"['The Weeknd', 'Ariana Grande']",Die For You (Remix),"['https://i.scdn.co/image/ab67616d0000b2738de12a274f6e1df6634f57ec', 'https://i.scdn.co/image/ab67616d00001e028de12a274f6e1df6634f57ec', 'https://i.scdn.co/image/ab67616d000048518de12a274f6e1df6634f57ec']","[(640, 640), (300, 300), (64, 64)]",2023-02-24,232.85722,90,False,0.531,0.525,-6.5,0.0671,0.232,0.0,0.441,0.502,66.9,0.22,1,0.538,0,0.641,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2i2gDpKKWjvnRTOZRhaPh2,Moonlight,['Kali Uchis'],Moonlight,"['https://i.scdn.co/image/ab67616d0000b273b13b4a434585f484548e42c9', 'https://i.scdn.co/image/ab67616d00001e02b13b4a434585f484548e42c9', 'https://i.scdn.co/image/ab67616d00004851b13b4a434585f484548e42c9']","[(640, 640), (300, 300), (64, 64)]",2023-02-24,187.5576,89,False,0.639,0.723,-6.462,0.0532,0.511,0.0,0.167,0.878,136.79,0.414,7,0.263,0,0.42,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,['OneRepublic'],"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")","['https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13', 'https://i.scdn.co/image/ab67616d00001e02ec96e006b8bdfc582610ec13', 'https://i.scdn.co/image/ab67616d00004851ec96e006b8bdfc582610ec13']","[(640, 640), (300, 300), (64, 64)]",2022-05-13,148.48586,94,False,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,0.795,0,0.533,1,0.589,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3xIMkM5LgbVDkpO74O3Np3,Rush,['Troye Sivan'],Rush,"['https://i.scdn.co/image/ab67616d0000b273a4ffb2049ffce92bdae5f559', 'https://i.scdn.co/image/ab67616d00001e02a4ffb2049ffce92bdae5f559', 'https://i.scdn.co/image/ab67616d00004851a4ffb2049ffce92bdae5f559']","[(640, 640), (300, 300), (64, 64)]",2023-07-13,156.39116,90,True,0.742,0.839,-7.614,0.0618,0.00306,4.2e-05,0.106,0.346,125.991,0.967,10,0.39,0,0.311,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
5rurggqwwudn9clMdcchxT,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","['Metro Boomin', 'Swae Lee', 'NAV', 'A Boogie Wit da Hoodie']",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),"['https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f', 'https://i.scdn.co/image/ab67616d00001e026ed9aef791159496b286179f', 'https://i.scdn.co/image/ab67616d000048516ed9aef791159496b286179f']","[(640, 640), (300, 300), (64, 64)]",2023-06-02,219.45332,91,False,0.631,0.535,-7.836,0.0842,0.464,0.0,0.115,0.22,140.133,0.582,0,0.087,1,0.352,4,0.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
7KokYm8cMIXCsGVmUvKtqf,Karma,['Taylor Swift'],Midnights,"['https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5', 'https://i.scdn.co/image/ab67616d00001e02bb54dde68cd23e2a268ae0f5', 'https://i.scdn.co/image/ab67616d00004851bb54dde68cd23e2a268ae0f5']","[(640, 640), (300, 300), (64, 64)]",2022-10-21,204.8523,91,True,0.642,0.62,-7.091,0.0666,0.0734,0.0,0.483,0.0969,90.008,0.575,8,0.694,1,0.679,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),"['https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4', 'https://i.scdn.co/image/ab67616d00001e02933c036cd61cd40d3f17a9c4', 'https://i.scdn.co/image/ab67616d00004851933c036cd61cd40d3f17a9c4']","[(640, 640), (300, 300), (64, 64)]",2022-08-26,175.2381,94,True,0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,0.808,7,0.898,0,0.773,4,0.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5odlY52u43F5BjByhxg7wg,golden hour,['JVKE'],this is what ____ feels like (Vol. 1-4),"['https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954', 'https://i.scdn.co/image/ab67616d00001e02c2504e80ba2f258697ab2954', 'https://i.scdn.co/image/ab67616d00004851c2504e80ba2f258697ab2954']","[(640, 640), (300, 300), (64, 64)]",2022-09-23,209.25977,89,False,0.515,0.593,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467,0.118,4,0.116,1,0.315,3,0.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1Ukxccao1BlWrPhYkcXbwZ,From The Start,['Laufey'],From The Start,"['https://i.scdn.co/image/ab67616d0000b27310ee65ae464018c19c8e8ab4', 'https://i.scdn.co/image/ab67616d00001e0210ee65ae464018c19c8e8ab4', 'https://i.scdn.co/image/ab67616d0000485110ee65ae464018c19c8e8ab4']","[(640, 640), (300, 300), (64, 64)]",2023-05-11,169.57333,88,False,0.664,0.405,-7.413,0.08,0.877,0.000765,0.11,0.743,81.89,0.272,1,0.748,1,0.644,3,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
